Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type,Total
2019,August,13,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Interstate route,M-94\I-94\I-94BL\I-94BR,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,August,13,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,September,13,8:00 PM - 9:00 PM,Wayne County: Plymouth,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,September,13,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-39,55,Clear,Suspected serious injury (A),None,"Divided highway, median strip, with traffic barrier",Rear-end,1
2019,September,13,6:00 AM - 7:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,13,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,13,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,September,13,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-5,Uncoded & errors,Clear,Possible injury (C),None,"Two-way, with continuous left-turn lane",Other,1
2019,September,13,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,September,13,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,October,13,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-5,30,Clear,Possible injury (C),Signal,One-way trafficway,Other,1
2019,October,13,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,35,Clear,No injury (O),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,November,13,4:00 PM - 5:00 PM,Wayne County: Inkster,Not intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,40,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other,1
2019,December,13,10:00 PM - 11:00 PM,Wayne County: Southgate,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,13,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,13,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Interstate route,M-94\I-94\I-94BL\I-94BR,55,Cloudy,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other,1
2019,January,14,1:00 PM - 2:00 PM,Wayne County: Grosse Pointe,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,January,14,3:00 PM - 4:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,January,14,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,January,14,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-53,35,Clear,Possible injury (C),Signal,"Two-way, with continuous left-turn lane",Other,1
2019,February,14,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-3,35,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,February,14,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,25,Cloudy,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Interstate route,M-94\I-94\I-94BL\I-94BR,55,Clear,Fatal injury (K),None,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,March,14,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dawn,Michigan route,M-3,35,Cloudy,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-97,35,Rain,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Other,1
2019,March,14,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Rain,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Rear-end,1
2019,March,14,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,April,14,11:00 PM - 12:00 midnight,Wayne County: Southgate,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Rain,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,14,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Michigan route,M-96\I-96\I-96BS,40,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,14,2:00 PM - 3:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,14,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,May,14,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,June,14,11:00 AM - 12:00 noon,Wayne County: Harper Woods,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-102\US-102,40,Clear,Suspected minor injury (B),Signal,One-way trafficway,Other,1
2019,June,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Michigan route,M-1,35,Clear,Suspected minor injury (B),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,June,14,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other,1
2019,July,14,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,September,14,9:00 AM - 10:00 AM,Wayne County: Village of Grosse Pointe Shores,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,September,14,9:00 PM - 10:00 PM,Wayne County: Westland,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Sideswipe same direction,1
2019,September,14,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Signal,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,October,14,10:00 AM - 11:00 AM,Wayne County: Grosse Pointe,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,November,14,9:00 AM - 10:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Snow,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,December,14,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-102\US-102,35,Clear,Possible injury (C),Signal,One-way trafficway,Single motor vehicle,1
2019,December,14,3:00 AM - 4:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Michigan route,M-153,50,Clear,Suspected minor injury (B),Signal,"Divided highway, median strip, without traffic barrier",Other,1
2019,December,14,6:00 AM - 7:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,January,15,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,February,15,5:00 PM - 6:00 PM,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,40,Clear,Possible injury (C),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,February,15,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-3,35,Clear,Suspected minor injury (B),Signal,"Divided highway, median strip, with traffic barrier",Other,1
2019,March,15,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Fatal injury (K),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,April,15,9:00 PM - 10:00 PM,Wayne County: Grosse Pointe Park,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,15,7:00 PM - 8:00 PM,Wayne County: Taylor,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,April,15,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-85,55,Clear,Suspected minor injury (B),None,"Divided highway, median strip, with traffic barrier",Other,1
2019,May,15,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,15,12:00 midnight - 1:00 AM,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,15,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,15,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,July,15,10:00 PM - 11:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,July,15,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,August,15,2:00 PM - 3:00 PM,Wayne County: Taylor,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,40,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,August,15,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Rear-end,1
2019,September,15,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Michigan route,M-96\I-96\I-96BS,40,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,October,15,6:00 AM - 7:00 AM,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,45,Clear,Possible injury (C),Signal,"Two-way, with continuous left-turn lane",Other,1
